Effort_Type,Date_Deployed,Date_Retrieved,StartTime_Deployed,EndTime_Deployed,StartTime_Retrieved,EndTime_Retrieved,Weather,Personnel,Management_Area,Waterbody,Site_ID,Site_Name,Index,DistanceMouth,Site_Info,County,Trap_Effort,Trap_Type,Trap_Number,Trap_Info,Bait,Latitude,Longitude,Date_Checked,Year,CAMA_Total,CAMA_Male,CAMA_Female,HEOR,LEAR,HENU,GAAC,CYAG,MEMA,PAHI,PAGR,COAS,OLMA,FLAT,PLST,BAAT,NASS,BROK,SAND,BUBB,ILOB,JELL,TECH,ELFS,MEGR,CAPR,PAMA Present,PAMA,Other_Bycatch,Mortalities,Notes,Data_Source,TrackedChanges
Assessment,9/1/20,9/3/20,13:30,14:20,8:30,10:30,"Cloudy, Sunny","PBNERRS: Sylvia Yang, Heath Bohlmann, Holly Young",North Puget Sound,Samish Bay,N/A,West Samish ,,,-,Skagit,182,Fukui,1431-R,-,Mackerel,48.55831,-122.47816,9/3/20,2020,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,None Detected,0,-,0,-,WDFW,"Changed management area from ""San Juan Islands"" to ""North Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022"
Assessment,9/1/20,9/3/20,14:27,15:00,8:30,10:30,"Cloudy, Sunny","PBNERRS: Sylvia Yang, Heath Bohlmann, Holly Young",North Puget Sound,Samish Bay,N/A,West Samish ,,,-,Skagit,182,Fukui,1139-Y,-,Mackerel,48.55941,-122.47971,9/3/20,2020,0,0,0,X,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,None Detected,0,-,0,-,WDFW,"Changed management area from ""San Juan Islands"" to ""North Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022"
Assessment,9/1/20,9/3/20,14:27,15:00,8:30,10:30,"Cloudy, Sunny","PBNERRS: Sylvia Yang, Heath Bohlmann, Holly Young",North Puget Sound,Samish Bay,N/A,West Samish ,,,-,Skagit,182,Minnow,1081-Y,-,Mackerel,48.55931,-122.47987,9/3/20,2020,0,0,0,X,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,None Detected,0,-,0,-,WDFW,"Changed management area from ""San Juan Islands"" to ""North Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022"
Assessment,9/1/20,9/3/20,14:27,15:00,8:30,10:30,"Cloudy, Sunny","PBNERRS: Sylvia Yang, Heath Bohlmann, Holly Young",North Puget Sound,Samish Bay,N/A,West Samish ,,,-,Skagit,182,Fukui,1391-P,-,Mackerel,48.55933,-122.48004,9/3/20,2020,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,None Detected,0,-,0,-,WDFW,"Changed management area from ""San Juan Islands"" to ""North Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022"
Assessment,9/1/20,9/3/20,14:27,15:00,8:30,10:30,"Cloudy, Sunny","PBNERRS: Sylvia Yang, Heath Bohlmann, Holly Young",North Puget Sound,Samish Bay,N/A,West Samish ,,,-,Skagit,182,Minnow,1083-Y,-,Mackerel,48.55938,-122.48045,9/3/20,2020,0,0,0,X,-,X,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,None Detected,0,-,0,-,WDFW,"Changed management area from ""San Juan Islands"" to ""North Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022"
Assessment,9/2/20,9/3/20,11:45,12:04,10:47,11:00,Overcast,"WDFW: Janae Dinkins, Kaylene Riehle",North Puget Sound,Samish Bay,N/A,East,,,Key Ave,Skagit,54,Fukui,1360-G,-,Mackerel,48.571698,-122.442358,9/3/20,2020,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,None Detected,0,-,0,-,WDFW,"Changed name from ""Key Ave"" to ""East"" - CB 3/8/2022; Changed management area from ""San Juan Islands"" to ""North Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022"
Assessment,9/2/20,9/3/20,11:45,12:04,10:47,11:00,Overcast,"WDFW: Janae Dinkins, Kaylene Riehle",North Puget Sound,Samish Bay,N/A,East,,,Key Ave,Skagit,54,Minnow,1110-Y,-,Mackerel,48.571553,-122.442449,9/3/20,2020,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,None Detected,0,-,0,-,WDFW,"Changed name from ""Key Ave"" to ""East"" - CB 3/8/2022; Changed management area from ""San Juan Islands"" to ""North Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022"
Assessment,9/2/20,9/3/20,11:45,12:04,10:47,11:00,Overcast,"WDFW: Janae Dinkins, Kaylene Riehle",North Puget Sound,Samish Bay,N/A,East,,,Key Ave,Skagit,54,Minnow,200-P,-,Mackerel,48.571614,-122.442526,9/3/20,2020,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,None Detected,0,-,0,-,WDFW,"Changed name from ""Key Ave"" to ""East"" - CB 3/8/2022; Changed management area from ""San Juan Islands"" to ""North Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022"
Assessment,9/2/20,9/3/20,11:45,12:04,10:47,11:00,Overcast,"WDFW: Janae Dinkins, Kaylene Riehle",North Puget Sound,Samish Bay,N/A,East,,,Key Ave,Skagit,54,Fukui,1355-G,-,Mackerel,48.571737,-122.443049,9/3/20,2020,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,None Detected,0,-,0,-,WDFW,"Changed name from ""Key Ave"" to ""East"" - CB 3/8/2022; Changed management area from ""San Juan Islands"" to ""North Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022"
Assessment,9/2/20,9/3/20,11:45,12:04,10:47,11:00,Overcast,"WDFW: Janae Dinkins, Kaylene Riehle",North Puget Sound,Samish Bay,N/A,East,,,Key Ave,Skagit,54,Minnow,1460-R,-,Mackerel,48.571309,-122.442376,9/3/20,2020,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,None Detected,0,-,0,-,WDFW,"Changed name from ""Key Ave"" to ""East"" - CB 3/8/2022; Changed management area from ""San Juan Islands"" to ""North Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022"
Assessment,9/2/20,9/3/20,11:45,12:04,10:47,11:00,Overcast,"WDFW: Janae Dinkins, Kaylene Riehle",North Puget Sound,Samish Bay,N/A,East,,,Key Ave,Skagit,54,Minnow,1325-G,-,Mackerel,48.570939,-122.442667,9/3/20,2020,0,0,0,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,None Detected,0,-,0,-,WDFW,"Changed name from ""Key Ave"" to ""East"" - CB 3/8/2022; Changed management area from ""San Juan Islands"" to ""North Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022"
Assessment,9/2/20,9/3/20,11:45,12:04,10:47,11:00,Overcast,"WDFW: Janae Dinkins, Kaylene Riehle",North Puget Sound,Samish Bay,N/A,East,,,Key Ave,Skagit,54,Fukui,1439-R,-,Mackerel,48.570862,-122.442723,9/3/20,2020,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,None Detected,0,-,0,-,WDFW,"Changed name from ""Key Ave"" to ""East"" - CB 3/8/2022; Changed management area from ""San Juan Islands"" to ""North Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022"
Assessment,9/2/20,9/3/20,11:45,12:04,10:47,11:00,Overcast,"WDFW: Janae Dinkins, Kaylene Riehle",North Puget Sound,Samish Bay,N/A,East,,,Key Ave,Skagit,54,Fukui,1357-G,-,Mackerel,48.571064,-122.442545,9/3/20,2020,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,None Detected,0,-,0,-,WDFW,"Changed name from ""Key Ave"" to ""East"" - CB 3/8/2022; Changed management area from ""San Juan Islands"" to ""North Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022"
Assessment,9/2/20,9/3/20,10:45,11:27,11:16,11:44,Overcast,"WDFW: Janae Dinkins, Kaylene Riehle",North Puget Sound,Samish Bay,N/A,Edison River,,,Brewstillery ,Skagit,13,Minnow,168-P,-,Mackerel,48.56489,-122.443849,9/3/20,2020,0,0,0,X,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,None Detected,0,-,GAAC-X,-,WDFW,"Changed name from ""Brewstillery"" to ""Edison River"" - CB 3/8/2022; Changed management area from ""San Juan Islands"" to ""North Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022"
Assessment,9/2/20,9/3/20,10:45,11:27,11:16,11:44,Overcast,"WDFW: Janae Dinkins, Kaylene Riehle",North Puget Sound,Samish Bay,N/A,Edison River,,,Brewstillery ,Skagit,13,Fukui,1195-Y,-,Mackerel,48.564553,-122.442264,9/3/20,2020,0,0,0,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,None Detected,0,-,0,-,WDFW,"Changed name from ""Brewstillery"" to ""Edison River"" - CB 3/8/2022; Changed management area from ""San Juan Islands"" to ""North Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022"
Assessment,9/2/20,9/3/20,10:45,11:27,11:16,11:44,Overcast,"WDFW: Janae Dinkins, Kaylene Riehle",North Puget Sound,Samish Bay,N/A,Edison River,,,Brewstillery ,Skagit,13,Minnow,1343-G,-,Mackerel,48.56476,-122.442232,9/3/20,2020,0,0,0,X,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,None Detected,0,-,GAAC-X,-,WDFW,"Changed name from ""Brewstillery"" to ""Edison River"" - CB 3/8/2022; Changed management area from ""San Juan Islands"" to ""North Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022"
Assessment,9/2/20,9/3/20,10:45,11:27,11:16,11:44,Overcast,"WDFW: Janae Dinkins, Kaylene Riehle",North Puget Sound,Samish Bay,N/A,Edison River,,,Brewstillery ,Skagit,13,Fukui,874-R,-,Mackerel,48.564851,-122.442153,9/3/20,2020,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,None Detected,0,-,0,-,WDFW,"Changed name from ""Brewstillery"" to ""Edison River"" - CB 3/8/2022; Changed management area from ""San Juan Islands"" to ""North Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022"
Assessment,9/2/20,9/3/20,10:45,11:27,11:16,11:44,Overcast,"WDFW: Janae Dinkins, Kaylene Riehle",North Puget Sound,Samish Bay,N/A,Edison River,,,Brewstillery ,Skagit,13,Minnow,1109-Y,-,Mackerel,48.564932,-122.442216,9/3/20,2020,0,0,0,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,None Detected,0,-,0,-,WDFW,"Changed name from ""Brewstillery"" to ""Edison River"" - CB 3/8/2022; Changed management area from ""San Juan Islands"" to ""North Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022"
Assessment,9/2/20,9/3/20,10:45,11:27,11:16,11:44,Overcast,"WDFW: Janae Dinkins, Kaylene Riehle",North Puget Sound,Samish Bay,N/A,Edison River,,,Brewstillery ,Skagit,13,Minnow,1129-Y,-,Mackerel,48.565058,-122.442293,9/3/20,2020,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,None Detected,0,-,0,-,WDFW,"Changed name from ""Brewstillery"" to ""Edison River"" - CB 3/8/2022; Changed management area from ""San Juan Islands"" to ""North Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022"
Assessment,9/2/20,9/3/20,10:45,11:27,11:16,11:44,Overcast,"WDFW: Janae Dinkins, Kaylene Riehle",North Puget Sound,Samish Bay,N/A,Edison River,,,Brewstillery ,Skagit,13,Fukui,1359-G,-,Mackerel,48.565092,-122.44234,9/3/20,2020,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,None Detected,0,-,0,-,WDFW,"Changed name from ""Brewstillery"" to ""Edison River"" - CB 3/8/2022; Changed management area from ""San Juan Islands"" to ""North Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022"
Assessment,9/2/20,9/3/20,10:45,11:27,11:16,11:44,Overcast,"WDFW: Janae Dinkins, Kaylene Riehle",North Puget Sound,Samish Bay,N/A,Edison River,,,Brewstillery ,Skagit,13,Fukui,1361-G,-,Mackerel,48.565194,-122.442338,9/3/20,2020,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,None Detected,0,-,0,-,WDFW,"Changed name from ""Brewstillery"" to ""Edison River"" - CB 3/8/2022; Changed management area from ""San Juan Islands"" to ""North Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022"
Assessment,9/2/20,9/3/20,10:45,11:27,11:16,11:44,Overcast,"WDFW: Janae Dinkins, Kaylene Riehle",North Puget Sound,Samish Bay,N/A,Edison River,,,Brewstillery ,Skagit,13,Minnow,1154-Y,-,Mackerel,48.565133,-122.442406,9/3/20,2020,0,0,0,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,None Detected,0,-,GAAC-X,-,WDFW,"Changed name from ""Brewstillery"" to ""Edison River"" - CB 3/8/2022; Changed management area from ""San Juan Islands"" to ""North Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022"
Assessment,9/2/20,9/3/20,10:45,11:27,11:16,11:44,Overcast,"WDFW: Janae Dinkins, Kaylene Riehle",North Puget Sound,Samish Bay,N/A,Edison River,,,Brewstillery ,Skagit,13,Fukui,1198-Y,-,Mackerel,48.565186,-122.442684,9/3/20,2020,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,None Detected,0,-,0,-,WDFW,"Changed name from ""Brewstillery"" to ""Edison River"" - CB 3/8/2022; Changed management area from ""San Juan Islands"" to ""North Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022"
Assessment,9/2/20,9/3/20,10:45,11:27,11:16,11:44,Overcast,"WDFW: Janae Dinkins, Kaylene Riehle",North Puget Sound,Samish Bay,N/A,Edison River,,,Brewstillery ,Skagit,13,Minnow,1106-Y,-,Mackerel,48.565168,-122.442911,9/3/20,2020,0,0,0,X,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,None Detected,0,-,GAAC-X,-,WDFW,"Changed name from ""Brewstillery"" to ""Edison River"" - CB 3/8/2022; Changed management area from ""San Juan Islands"" to ""North Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022"
Assessment,9/2/20,9/3/20,10:45,11:27,11:16,11:44,Overcast,"WDFW: Janae Dinkins, Kaylene Riehle",North Puget Sound,Samish Bay,N/A,Edison River,,,Brewstillery ,Skagit,13,Fukui,1187-Y,-,Mackerel,48.565189,-122.44309,9/3/20,2020,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,None Detected,0,-,0,-,WDFW,"Changed name from ""Brewstillery"" to ""Edison River"" - CB 3/8/2022; Changed management area from ""San Juan Islands"" to ""North Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022"
Assessment,9/2/20,9/3/20,10:45,11:27,11:16,11:44,Overcast,"WDFW: Janae Dinkins, Kaylene Riehle",North Puget Sound,Samish Bay,N/A,Edison River,,,Brewstillery ,Skagit,13,Minnow,1131-Y,-,Mackerel,48.565114,-122.443355,9/3/20,2020,0,0,0,X,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,None Detected,0,-,GAAC-X,-,WDFW,"Changed name from ""Brewstillery"" to ""Edison River"" - CB 3/8/2022; Changed management area from ""San Juan Islands"" to ""North Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022"
Assessment,9/2/20,9/3/20,8:30,10:30,8:30,11:30,"Cloudy, Sunny","PBNERRS: Sylvia Yang, Heath Bohlmann, Holly Young",North Puget Sound,Samish Bay,N/A,West Samish ,,,-,Skagit,182,Minnow,1399-G,-,Mackerel,48.55565,-122.47153,9/3/20,2020,0,0,0,X,-,X,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,None Detected,0,-,0,-,WDFW,"Changed management area from ""San Juan Islands"" to ""North Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022"
Assessment,9/2/20,9/3/20,8:30,10:30,8:30,11:30,"Cloudy, Sunny","PBNERRS: Sylvia Yang, Heath Bohlmann, Holly Young",North Puget Sound,Samish Bay,N/A,West Samish ,,,-,Skagit,182,Fukui,1430-R,-,Mackerel,48.55611,-122.47185,9/3/20,2020,0,0,0,X,X,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,None Detected,0,-,0,-,WDFW,"Changed management area from ""San Juan Islands"" to ""North Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022"
Assessment,9/2/20,9/3/20,8:30,10:30,8:30,11:30,"Cloudy, Sunny","PBNERRS: Sylvia Yang, Heath Bohlmann, Holly Young",North Puget Sound,Samish Bay,N/A,West Samish ,,,-,Skagit,182,Minnow,1392-G,-,Mackerel,48.55573,-122.47104,9/3/20,2020,0,0,0,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,None Detected,0,-,0,-,WDFW,"Changed management area from ""San Juan Islands"" to ""North Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022"
Assessment,9/2/20,9/3/20,8:30,10:30,8:30,11:30,"Cloudy, Sunny","PBNERRS: Sylvia Yang, Heath Bohlmann, Holly Young",North Puget Sound,Samish Bay,N/A,West Samish ,,,-,Skagit,182,Fukui,1487-R,-,Mackerel,48.55616,-122.47226,9/3/20,2020,0,0,0,X,-,X,-,-,-,-,-,-,-,-,-,X,X,-,-,-,-,-,-,-,-,-,None Detected,0,-,0,-,WDFW,"Changed management area from ""San Juan Islands"" to ""North Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022"
Assessment,9/2/20,9/3/20,8:30,10:30,8:30,11:30,"Cloudy, Sunny","PBNERRS: Sylvia Yang, Heath Bohlmann, Holly Young",North Puget Sound,Samish Bay,N/A,West Samish ,,,-,Skagit,182,Minnow,1091-Y,-,Mackerel,48.55582,-122.47219,9/3/20,2020,0,0,0,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,None Detected,0,-,0,-,WDFW,"Changed management area from ""San Juan Islands"" to ""North Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022"
Assessment,9/2/20,9/3/20,8:30,10:30,8:30,11:30,"Cloudy, Sunny","PBNERRS: Sylvia Yang, Heath Bohlmann, Holly Young",North Puget Sound,Samish Bay,N/A,West Samish ,,,-,Skagit,182,Minnow,1322-G,-,Mackerel,48.55557,-122.47282,9/3/20,2020,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,None Detected,0,-,0,-,WDFW,"Changed management area from ""San Juan Islands"" to ""North Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022"
Assessment,9/2/20,9/3/20,8:30,10:30,8:30,11:30,"Cloudy, Sunny","PBNERRS: Sylvia Yang, Heath Bohlmann, Holly Young",North Puget Sound,Samish Bay,N/A,West Samish ,,,-,Skagit,182,Minnow,1319-G,-,Mackerel,48.55555,-122.47316,9/3/20,2020,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,None Detected,0,-,0,-,WDFW,"Changed management area from ""San Juan Islands"" to ""North Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022"
Assessment,9/2/20,9/3/20,8:30,10:30,8:30,11:30,"Cloudy, Sunny","PBNERRS: Sylvia Yang, Heath Bohlmann, Holly Young",North Puget Sound,Samish Bay,N/A,West Samish ,,,-,Skagit,182,Minnow,1087-Y,-,Mackerel,48.55564,-122.4735,9/3/20,2020,0,0,0,X,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,None Detected,0,-,0,-,WDFW,"Changed management area from ""San Juan Islands"" to ""North Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022"
Assessment,9/2/20,9/3/20,8:30,10:30,8:30,11:30,"Cloudy, Sunny","PBNERRS: Sylvia Yang, Heath Bohlmann, Holly Young",North Puget Sound,Samish Bay,N/A,West Samish ,,,-,Skagit,182,Fukui,1429-R,-,Mackerel,48.55568,-122.47364,9/3/20,2020,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,None Detected,0,-,0,-,WDFW,"Changed management area from ""San Juan Islands"" to ""North Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022"
Assessment,9/2/20,9/3/20,8:30,10:30,8:30,11:30,"Cloudy, Sunny","PBNERRS: Sylvia Yang, Heath Bohlmann, Holly Young",North Puget Sound,Samish Bay,N/A,West Samish ,,,-,Skagit,182,Minnow,1089-Y,-,Mackerel,48.55563,-122.47394,9/3/20,2020,0,0,0,X,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,None Detected,0,-,0,-,WDFW,"Changed management area from ""San Juan Islands"" to ""North Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022"
Assessment,9/2/20,9/3/20,8:30,10:30,8:30,11:30,"Cloudy, Sunny","PBNERRS: Sylvia Yang, Heath Bohlmann, Holly Young",North Puget Sound,Samish Bay,N/A,West Samish ,,,-,Skagit,182,Minnow,1398-G,-,Mackerel,48.55512,-122.47614,9/3/20,2020,0,0,0,X,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,None Detected,0,-,0,-,WDFW,"Changed management area from ""San Juan Islands"" to ""North Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022"
Assessment,9/2/20,9/3/20,8:30,10:30,8:30,11:30,"Cloudy, Sunny","PBNERRS: Sylvia Yang, Heath Bohlmann, Holly Young",North Puget Sound,Samish Bay,N/A,West Samish ,,,-,Skagit,182,Minnow,1090-Y,-,Mackerel,48.55536,-122.47573,9/3/20,2020,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,None Detected,0,-,0,-,WDFW,"Changed management area from ""San Juan Islands"" to ""North Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022"
Assessment,9/2/20,9/3/20,8:30,10:30,8:30,11:30,"Cloudy, Sunny","PBNERRS: Sylvia Yang, Heath Bohlmann, Holly Young",North Puget Sound,Samish Bay,N/A,West Samish ,,,-,Skagit,182,Minnow,1393-G,-,Mackerel,48.55548,-122.47621,9/3/20,2020,0,0,0,X,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,None Detected,0,-,0,-,WDFW,"Changed management area from ""San Juan Islands"" to ""North Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022"
Assessment,9/2/20,9/3/20,8:30,10:30,8:30,11:30,"Cloudy, Sunny","PBNERRS: Sylvia Yang, Heath Bohlmann, Holly Young",North Puget Sound,Samish Bay,N/A,West Samish ,,,-,Skagit,182,Fukui,1492-R,-,Mackerel,48.55618,-122.47631,9/3/20,2020,0,0,0,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,None Detected,0,-,0,-,WDFW,"Changed management area from ""San Juan Islands"" to ""North Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022"
Assessment,9/2/20,9/3/20,8:30,10:30,8:30,11:30,"Cloudy, Sunny","PBNERRS: Sylvia Yang, Heath Bohlmann, Holly Young",North Puget Sound,Samish Bay,N/A,West Samish ,,,-,Skagit,182,Minnow,1395-G,-,Mackerel,48.55686,-122.47684,9/3/20,2020,0,0,0,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,None Detected,0,-,0,-,WDFW,"Changed management area from ""San Juan Islands"" to ""North Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022"
Assessment,9/2/20,9/3/20,8:30,10:30,8:30,11:30,"Cloudy, Sunny","PBNERRS: Sylvia Yang, Heath Bohlmann, Holly Young",North Puget Sound,Samish Bay,N/A,West Samish ,,,-,Skagit,182,Fukui,1491-R,-,Mackerel,48.55703,-122.47752,9/3/20,2020,0,0,0,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,None Detected,0,-,0,-,WDFW,"Changed management area from ""San Juan Islands"" to ""North Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022"
Assessment,9/2/20,9/3/20,8:30,10:30,8:30,11:30,"Cloudy, Sunny","PBNERRS: Sylvia Yang, Heath Bohlmann, Holly Young",North Puget Sound,Samish Bay,N/A,West Samish ,,,-,Skagit,182,Minnow,1389-G,-,Mackerel,48.5583,-122.47772,9/3/20,2020,0,0,0,X,-,X,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,None Detected,0,-,GAAC-X,-,WDFW,"Changed management area from ""San Juan Islands"" to ""North Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022"
Assessment,9/2/20,9/3/20,8:30,10:30,8:30,11:30,"Cloudy, Sunny","PBNERRS: Sylvia Yang, Heath Bohlmann, Holly Young",North Puget Sound,Samish Bay,N/A,West Samish ,,,-,Skagit,182,Minnow,1320-G,-,Mackerel,48.55898,-122.47842,9/3/20,2020,0,0,0,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,None Detected,0,-,0,-,WDFW,"Changed management area from ""San Juan Islands"" to ""North Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022"
Assessment,9/2/20,9/3/20,8:30,10:30,8:30,11:30,"Cloudy, Sunny","PBNERRS: Sylvia Yang, Heath Bohlmann, Holly Young",North Puget Sound,Samish Bay,N/A,West Samish ,,,-,Skagit,182,Minnow,1397-G,-,Mackerel,48.55931,-122.47849,9/3/20,2020,0,0,0,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,None Detected,0,-,0,-,WDFW,"Changed management area from ""San Juan Islands"" to ""North Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022"
Assessment,9/2/20,9/3/20,8:30,10:30,8:30,11:30,"Cloudy, Sunny","PBNERRS: Sylvia Yang, Heath Bohlmann, Holly Young",North Puget Sound,Samish Bay,N/A,West Samish ,,,-,Skagit,182,Fukui,1489-R,-,Mackerel,48.55921,-122.47868,9/3/20,2020,0,0,0,X,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,None Detected,0,-,0,-,WDFW,"Changed management area from ""San Juan Islands"" to ""North Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022"
